Year,ISO_Code_3,"World Bank Current Income Classification, 1990-present (L=Low income, LM=Lower middle income, UM=Upper middle income, H=High income)",Countries,Size of Government,Legal System & Property Rights,Sound Money,Freedom to trade internationally,Regulation,Liberal Democracy Index
2019,GHA,LM,Ghana,8.517891426641878,5.205488235185788,6.283135031551961,6.46800260291983,7.10351958141133,0.614
2019,GRC,H,Greece,5.4125789555969765,5.928032317974061,9.297887476152866,8.135248379074161,7.173533061642562,0.748
2019,GTM,UM,Guatemala,9.227859948694558,4.865215686321008,9.619510978090785,8.29377676598162,6.903713820805863,0.4
2019,GIN,L,Guinea,6.0570880750799585,3.9418983867719315,7.300928227119059,5.529744793056066,6.8697811756056355,0.143
2019,GNB,L,Guinea-Bissau,7.91040963746458,2.774225841125179,6.919828915993276,5.848028087163763,5.0245691758544755,0.333
2019,GUY,UM,Guyana,3.9474896729753666,5.331622401394591,8.303401739579135,5.764870427442898,5.688605048049741,0.445
2019,HTI,L,Haiti,9.113063393595406,2.408080446238962,6.952126903504808,7.804578901168223,7.107242072913275,0.236
2019,HND,LM,Honduras,8.949673276402308,4.154031820015646,9.309398268524708,6.8413721458667744,6.941876532267281,0.234
2019,HKG,H,"Hong Kong SAR, China",8.386706330001797,7.531811234468048,9.607502907809465,9.554967732541845,9.286701112067169,0.252
2019,HUN,H,Hungary,5.92433455591749,6.305366271737238,9.433718209125244,8.39174144104233,7.4854022629809664,0.368
2019,ISL,H,Iceland,6.0483225804907885,8.451445578455955,9.621167401406488,7.784175206471672,7.656684995572734,0.785
2019,IND,LM,India,7.579954973221047,5.517146273591952,8.153071218491457,5.860226694305576,6.669395217481908,0.331
2019,IDN,UM,Indonesia,8.159866194564495,4.8951454292013885,9.662547394484731,7.433741967475357,6.576854611407487,0.471
2019,IRN,UM,"Iran, Islamic Rep.",6.655248547668071,3.600628898097388,5.939467903400807,3.4073681754760483,5.500165516693666,0.146
2019,IRQ,UM,Iraq,4.9350832397988995,3.1796604372667376,7.820561564726295,3.775796589918793,5.939544349943151,0.235
2019,IRL,H,Ireland,6.685351792561148,7.680967538805507,9.466666292962568,8.729478623218393,8.395817342856006,0.827
2019,ISR,H,Israel,6.432941120163489,6.083206157625465,9.762567683897359,8.43387864468133,7.418701676392721,0.623
2019,ITA,H,Italy,5.718053519085248,6.472428419776416,9.40530689357879,8.689075964436766,7.780647335953811,0.781
2019,JAM,UM,Jamaica,8.215443453305378,5.754812466409638,9.275674888898676,6.62869215932002,8.173877333027663,0.711
2019,JPN,H,Japan,5.747768051224055,7.665803107813782,9.808911998104298,8.31435701596026,8.33649537536973,0.754
2019,JOR,UM,Jordan,7.397685763727384,4.303198702143973,9.90413460065751,8.017412379981677,7.902244241618068,0.241
2019,KAZ,UM,Kazakhstan,7.955890929292368,5.581578514486683,9.278582448876707,7.202823068674284,7.959170421565464,0.116
2019,KEN,LM,Kenya,7.084860231882324,4.962253249820064,9.401516063905222,6.640577545557652,6.917317736768592,0.37
2019,KOR,H,"Korea, Rep.",6.434155994149649,6.602291425648569,9.698587728219373,7.989757511184763,7.389054860302372,0.791
2019,KWT,H,Kuwait,5.871215769043341,4.94336465573131,8.233012047391442,7.285295285780901,7.380227439838806,0.301
2019,KGZ,LM,Kyrgyz Republic,7.3316282933283805,4.907663296670729,9.442331898190496,7.123624085169314,7.025463148647495,0.321
2019,LAO,LM,Lao PDR,7.212646828454441,4.765096309088085,7.531882057149218,7.252798391063592,6.478665973992457,0.099
2019,LVA,H,Latvia,6.40371504250858,6.9951382535544475,9.309737901517105,8.71165863796641,8.263708029620627,0.748
2019,LBN,UM,Lebanon,8.123215300090092,4.231572321674101,9.51970100524409,5.9060248635114,6.456302299878419,0.271
2019,LSO,LM,Lesotho,5.204865536362202,5.211400494723263,8.097810354559837,6.7626104115038475,7.2386220227834475,0.491
2019,LBR,L,Liberia,7.14723662873652,4.290216077117848,8.319956988604407,5.687337513725491,5.337722046764354,0.444
2019,LTU,H,Lithuania,7.655204949013151,7.181436848437661,9.328110193052328,8.680133999944728,8.273151144626365,0.761
2019,LUX,H,Luxembourg,5.695477331342512,8.16742929637058,9.30045586015566,8.204031554386862,8.056610720083317,0.801
2019,MDG,L,Madagascar,7.70316606332526,3.0170455477978964,7.96985871866868,6.689548673911794,6.196605202864899,0.269
2019,MWI,L,Malawi,6.316351314631211,4.808028773703295,6.994506855517499,5.002605897951834,6.587407195554761,0.413
2019,MYS,UM,Malaysia,7.043379894106598,5.834874145356061,8.41467707190521,7.6273967626456,8.668595069378911,0.335
2019,MLI,L,Mali,6.396741008285208,3.4945926768756355,7.185048793909625,6.06458391924217,6.342790540330462,0.328
2019,MLT,H,Malta,6.9435752656910426,6.419659201450352,9.53340297962526,8.748699650979548,8.42849274016089,0.584
2019,MRT,LM,Mauritania,5.782896777283594,3.5586407311238797,8.018355172426276,6.701867117329594,7.2166902593399485,0.174
2019,MUS,H,Mauritius,7.905083109006592,6.859412992595375,9.75298566011545,8.532038815829951,7.94964832074341,0.615
2019,MEX,UM,Mexico,8.249111528056583,4.694629015446556,8.230005369440267,7.712994021250311,7.096590297748508,0.433
2019,MDA,LM,Moldova,7.818636459110711,5.668566664000584,8.115129169172537,7.571052241227398,7.441589909021206,0.463
2019,MNG,LM,Mongolia,7.334109845143543,6.0443695328691875,8.777935558745197,7.038378658176238,7.894147149864269,0.534
2019,MNE,UM,Montenegro,6.411552514739221,5.436928932410658,9.725295933839208,8.512685340010645,8.086435458491795,0.363
2019,MAR,LM,Morocco,6.692949577474707,5.699530467602557,7.424166088899137,6.898838398154426,6.991415511755306,0.243
2019,MOZ,L,Mozambique,6.755149766269934,4.462546238757203,8.00911751462273,6.908392159552259,6.22916183923692,0.259
2019,MMR,LM,Myanmar,7.345035230345803,3.8137373798934346,6.493587295266582,4.889161729694126,5.252761977836344,0.267
2019,NAM,UM,Namibia,6.963262264024039,6.277716443182627,6.69731690842818,6.169966578329324,7.629787275707366,0.522
2019,NPL,LM,Nepal,8.100436668679624,4.969640941325561,6.666822571851142,6.552876197578414,7.368970487924116,0.463
2019,NLD,H,Netherlands,5.095677222031558,8.349731783128103,9.259858091022613,8.957785052464947,8.116468355885516,0.824
2019,NZL,H,New Zealand,6.716090624279961,8.680019499908175,9.668754206047826,8.763556557998117,8.97559292438628,0.843
2019,NIC,LM,Nicaragua,6.24428428673557,4.280639314805886,9.54694082174872,8.133820206709816,6.988794463937395,0.049
2019,NER,L,Niger,6.642160176593628,3.6936727266685714,7.161773444101476,4.9620044879755785,5.643943388188606,0.396
2019,NGA,LM,Nigeria,8.707827601644704,3.697834591658906,8.731445187737329,6.058002958977751,7.9321817217616575,0.365
2019,MKD,UM,North Macedonia,7.0836981560550605,4.573409652929183,8.336138433319412,7.744465140462148,8.103848646040724,0.414
2019,NOR,H,Norway,5.059170275244412,8.507462388215462,9.35073961858908,7.912926125076273,7.927696741688877,0.852
2019,OMN,H,Oman,4.7514145874246285,5.243869500155253,8.642222148549218,7.60791338510871,7.612889094588644,0.14
2019,PAK,LM,Pakistan,8.227789332789722,3.6228719574820065,6.419877485849267,5.670735787972532,6.048977602925592,0.247
2019,PAN,H,Panama,7.803153553996974,5.5298807658539015,9.504009721851007,8.92571902124607,6.9569101195679295,0.55
2019,PNG,LM,Papua New Guinea,5.687070448968484,4.581916124441126,6.619491201272113,6.748126843116622,6.431694727756424,0.337
2019,PRY,UM,Paraguay,8.133759499539796,4.371701931414395,9.49720979337553,7.20015810701531,6.3554010837827954,0.42
2019,PER,UM,Peru,7.728554152619379,5.3076869185154765,9.717451134153611,8.697122122897689,7.4469341105585025,0.693
2019,PHL,LM,Philippines,8.162186743871137,4.409099213474739,9.558192568320292,7.070133400199444,7.479596604959256,0.297
2019,POL,H,Poland,6.114695853615391,6.127201215642941,8.374385499795242,8.018747517771653,7.440063573816133,0.524
2019,PRT,H,Portugal,6.28127210770866,7.2084057172707094,9.439093041861977,8.789366457240288,7.125105873417777,0.827
2019,QAT,H,Qatar,5.937786996847097,5.3676472021492545,8.421886114397703,8.362553619532783,7.465188610914981,0.088
2019,ROU,H,Romania,7.219953403313437,6.414438417480589,9.36798412103179,8.845178510392092,7.51793993656675,0.555
2019,RUS,UM,Russian Federation,6.060206794731976,5.1443773427107775,9.31222781326598,6.817534694644999,6.829464634659203,0.108
2019,RWA,L,Rwanda,5.0836420779600315,6.192795489399485,9.301274210437649,7.914970945539724,7.767525540910134,0.127
2019,SAU,H,Saudi Arabia,4.90682611865312,6.142631831915975,8.710467273817766,7.3816195480234565,7.286435293601578,0.045
2019,SEN,LM,Senegal,7.20708302106262,4.347706122169481,7.106556312156715,6.810185783845632,5.8296604619751164,0.575
2019,SRB,UM,Serbia,6.661398462405745,5.512124988681671,8.356717655714405,7.941972586535381,7.574898990107584,0.288
2019,SYC,H,Seychelles,7.1063100520238685,5.709583155824982,9.259455599790064,8.340270268982168,7.712058315881045,0.537
2019,SGP,H,Singapore,7.54419648375486,8.275551584098912,9.75913687718938,9.43871984483745,9.006157915252764,0.324
2019,SVK,H,Slovak Republic,6.314688983917833,6.257125216890065,9.315577493272857,8.360526628145449,7.817484222252835,0.748
2019,SVN,H,Slovenia,5.4478090829697186,6.6271289583184485,9.575664202149783,8.213105161461593,7.279138753476083,0.736
2019,SOM,L,Somalia,8.290554461990508,2.31854619479758,6.65940172957353,7.100275730801272,5.598961838601572,0.099
2019,ZAF,UM,South Africa,6.143713429719905,5.898829281481251,8.242165341595499,6.502465940368058,7.158977236859185,0.601
2019,ESP,H,Spain,6.4174490642800635,7.309412208436007,9.451977916438524,8.44131561757597,7.837724274576225,0.805
2019,LKA,LM,Sri Lanka,8.163925418429324,5.074159881659048,7.98832439251948,5.4656333086066295,6.886906729636234,0.427
2019,SUR,UM,Suriname,5.74818810217666,4.472109584065801,7.875460491793393,5.555478509915606,6.36520537713843,0.593
2019,SWE,H,Sweden,4.667853198861676,7.8722865926259455,9.68308312055162,8.488391424602005,7.806787233537971,0.875
2019,CHE,H,Switzerland,7.71752227416567,8.678786821811117,9.874351862646781,7.893196442739722,8.269255931545619,0.87
2019,SYR,L,Syrian Arab Republic,6.446586185935932,3.0260025913336195,6.050014381025749,4.2184509424732655,5.1754450689284575,0.027
2019,TWN,L,Taiwan,7.724293987708125,7.104874251247654,9.738072723308068,7.887596172597027,8.048071982921734,0.729
2019,TJK,L,Tajikistan,5.743735429943289,4.747873641678128,8.940616799562564,6.545549084599912,6.713563631593394,0.045
2019,TZA,LM,Tanzania,6.106729595237449,5.350293864056691,8.367456899937803,6.022118462736951,7.034946760081313,0.34
2019,THA,UM,Thailand,7.128850528947151,4.918166146387203,8.585830745211895,7.031041439438941,6.879687062967142,0.178
2019,TLS,LM,Timor-Leste,4.504363453268204,3.37485649903393,8.717290014127075,7.849822435459964,5.152088655983197,0.51
2019,TGO,L,Togo,7.425551687580064,5.098194128382933,7.214422452184515,5.026010519143675,5.591011402524668,0.209
2019,TTO,H,Trinidad and Tobago,6.908650220974015,5.233844461572554,9.255661099778344,7.933302076193101,6.771812818453517,0.642
2019,TUN,LM,Tunisia,5.176545239734794,5.0432486332968285,6.713709892096806,6.31208526608262,6.465009642910677,0.633
2019,TUR,LM,Turkey,6.533248729136749,4.850271968329796,8.260810418592174,6.980102275253286,5.817152766321988,0.115
2019,UGA,L,Uganda,7.542119962568701,4.469311062415298,9.4440097750601,7.763496761263544,7.835775021106349,0.218
2019,UKR,LM,Ukraine,6.947838195228993,4.9353798895182885,5.596322934098633,6.884796922479156,6.6130746854333005,0.301
2019,ARE,H,United Arab Emirates,5.405961124593038,5.945313903769855,9.074053495938413,8.475040779134538,7.5062478033567475,0.091
2019,GBR,H,United Kingdom,6.553580653408085,7.692788318137134,9.706998917164544,8.432481984959463,8.434673381521026,0.795
2019,USA,H,United States,7.320057746590741,7.6443193739500614,9.747902925458884,7.829948523856341,8.682215813160164,0.722
2019,URY,H,Uruguay,6.520112589583026,5.839195009719863,9.215943339800917,8.328068004369447,6.983272205728705,0.816
2019,VNM,LM,Vietnam,6.955222509513981,4.983863562257178,6.8926346265173075,6.183880807052288,6.9835882532926465,0.108
2019,ZMB,LM,Zambia,6.578045118578697,5.0146930544697295,9.028392898105084,7.691994668709615,6.454840997785764,0.278
